sample_name	genus	clade	alignment_length	genome_equivalents
SRR9178279	Synechococcus	Synechococcus subsubclade 5.1A-EnvC-UC-A	18334	0.05101214064991183
SRR9178279	Synechococcus	Synechococcus subsubclade 5.1A-II	156187	0.4345714634933882
SRR9178279	Synechococcus	Synechococcus subsubclade 5.1A-III	12338	0.03432899483683932
SRR9178279	Synechococcus	Synechococcus subsubclade 5.1A-IV	1659	0.004615967128733704
SRR9178279	Synechococcus	Synechococcus subsubclade 5.1A-WPC1	756	0.0021034786915748523
SRR9178279	Synechococcus	Synechococcus subsubclade 5.1B-CRD1	2009	0.005589799856314654
SRR9178279	Synechococcus	Synechococcus subsubclade 5.1B-HK1	345	0.0009599208314726509
SRR9178279	Synechococcus	Synechococcus subsubclade 5.1B-I	1613	0.00448797768453735
SRR9178279	Synechococcus	Synechococcus subsubclade 5.1B-IX	226	0.0006288177040951278
SRR9178279	Synechococcus	Synechococcus subsubclade 5.1B-V	120	0.0003338855065991829
SRR9178279	Synechococcus	Synechococcus subsubclade 5.1B-VI	99	0.0002754555429443259
SRR9178279	Synechococcus	Synechococcus subsubclade 5.1B-VII	1126	0.003132959003589
SRR9178279	Synechococcus	Synechococcus subsubclade 5.1B-VIII	612	0.001702816083655833
SRR9178279	Synechococcus	Synechococcus subsubclade 5.1B-XVI	742	0.0020645253824716145
SRR9178279	Synechococcus	Synechococcus subsubclade 5.2A	825	0.0022954628578693826
SRR9178279	Synechococcus	Synechococcus subsubclade 5.2B	1085	0.0030188814555009457
SRR9178279	Synechococcus	Synechococcus subsubclade 5.2C	1098	0.003055052385382524
SRR9178279	Synechococcus	Synechococcus subsubclade 5.3	4969	0.013825642352427833
SRR9178279	Synechococcus	Synechococcus subsubclade RSCCF101	489	0.0013605834393916705
SRR9178279	Synechococcus	unclassified	41629	0.11582766461847822
SRR9178285	Prochlorococcus	Prochlorococcus subclade AMZ-I	4432	0.01233150471039649
SRR9178285	Prochlorococcus	Prochlorococcus subclade AMZ-II	1171	0.0032581660685636936
SRR9178285	Prochlorococcus	Prochlorococcus subclade AMZ-III	1473	0.0040984445935049706
SRR9178285	Prochlorococcus	Prochlorococcus subclade HLI	1761801	4.901998495099559
SRR9178285	Prochlorococcus	Prochlorococcus subclade HLII-HLVI	47661266	132.61171619640345
SRR9178285	Prochlorococcus	Prochlorococcus subclade HLIII-HLIV	108865	0.3029037139660004
SRR9178285	Prochlorococcus	Prochlorococcus subclade LLI	113515	0.31584177734671876
SRR9178285	Prochlorococcus	Prochlorococcus subclade LLII-LLIII	43218	0.12024886520169573
SRR9178285	Prochlorococcus	Prochlorococcus subclade LLIV	7112	0.01978828102444491
SRR9178285	Prochlorococcus	Prochlorococcus subclade LLVII	39836	0.1108388586740421
SRR9178285	Prochlorococcus	Prochlorococcus subclade LLVIII	5503	0.015311432856794198
SRR9178285	Prochlorococcus	unclassified	6255469	17.40508696733737
SRR9178285	Synechococcus	Synechococcus subsubclade 5.1A-AG676E04	289	0.0008041075950596989
SRR9178285	Synechococcus	Synechococcus subsubclade 5.1A-CRD2	3561	0.009908052408330753
SRR9178285	Synechococcus	Synechococcus subsubclade 5.1A-EnvC-UC-A	41688	0.11599182499255616
SRR9178285	Synechococcus	Synechococcus subsubclade 5.1A-II	238309	0.663066009934539
SRR9178285	Synechococcus	Synechococcus subsubclade 5.1A-III	34016	0.09464541160398172
SRR9178285	Synechococcus	Synechococcus subsubclade 5.1A-IV	4574	0.012726602559872189
SRR9178285	Synechococcus	Synechococcus subsubclade 5.1A-WPC1	2971	0.008266448667551437
SRR9178285	Synechococcus	Synechococcus subsubclade 5.1B-CRD1	3888	0.010817890413813527
SRR9178285	Synechococcus	Synechococcus subsubclade 5.1B-HK1	526	0.0014635314705930852
SRR9178285	Synechococcus	Synechococcus subsubclade 5.1B-I	3333	0.009273669945792306
SRR9178285	Synechococcus	Synechococcus subsubclade 5.1B-IX	858	0.002387281372184158
SRR9178285	Synechococcus	Synechococcus subsubclade 5.1B-V	346	0.0009627032106943108
SRR9178285	Synechococcus	Synechococcus subsubclade 5.1B-VI	331	0.0009209675223694129
SRR9178285	Synechococcus	Synechococcus subsubclade 5.1B-VII	1136	0.0031607827958055985
SRR9178285	Synechococcus	Synechococcus subsubclade 5.1B-VIII	1568	0.004362770619562657
SRR9178285	Synechococcus	Synechococcus subsubclade 5.1B-XVI	1412	0.003928719460983719
SRR9178285	Synechococcus	Synechococcus subsubclade 5.2A	2002	0.005570323201763035
SRR9178285	Synechococcus	Synechococcus subsubclade 5.2B	2143	0.005962638672017075
SRR9178285	Synechococcus	Synechococcus subsubclade 5.2C	2295	0.006385560313709374
SRR9178285	Synechococcus	Synechococcus subsubclade 5.3	29870	0.08310966735097995
SRR9178285	Synechococcus	Synechococcus subsubclade RSCCF101	525	0.0014607490913714253
SRR9178285	Synechococcus	unclassified	73985	0.20585432671450457
SRR9178494	Prochlorococcus	Prochlorococcus subclade AMZ-I	3733	0.010386621634456248
SRR9178494	Prochlorococcus	Prochlorococcus subclade AMZ-II	1050	0.0029214981827428506
SRR9178494	Prochlorococcus	Prochlorococcus subclade AMZ-III	841	0.0023399809254159402
SRR9178494	Prochlorococcus	Prochlorococcus subclade HLI	911762	2.5368676438990354
SRR9178494	Prochlorococcus	Prochlorococcus subclade HLII-HLVI	35448392	98.63086934205353
SRR9178494	Prochlorococcus	Prochlorococcus subclade HLIII-HLIV	66948	0.18627472413168417
SRR9178494	Prochlorococcus	Prochlorococcus subclade LLI	20019	0.05570044963840869
SRR9178494	Prochlorococcus	Prochlorococcus subclade LLII-LLIII	29830	0.08299837218211356
SRR9178494	Prochlorococcus	Prochlorococcus subclade LLIV	6079	0.016914083288470275
SRR9178494	Prochlorococcus	Prochlorococcus subclade LLVII	29779	0.0828564708418089
SRR9178494	Prochlorococcus	Prochlorococcus subclade LLVIII	5302	0.014752174633240566
SRR9178494	Prochlorococcus	unclassified	4559971	12.687568561771522
SRR9178494	Synechococcus	Synechococcus subsubclade 5.1A-AG676E04	244	0.0006789005300850053
SRR9178494	Synechococcus	Synechococcus subsubclade 5.1A-CRD2	1105	0.0030745290399341427
SRR9178494	Synechococcus	Synechococcus subsubclade 5.1A-EnvC-UC-A	16820	0.046799618508318805
SRR9178494	Synechococcus	Synechococcus subsubclade 5.1A-II	57743	0.16066292339630517
SRR9178494	Synechococcus	Synechococcus subsubclade 5.1A-III	10055	0.02797682307378987
SRR9178494	Synechococcus	Synechococcus subsubclade 5.1A-IV	1154	0.003210865621795476
SRR9178494	Synechococcus	Synechococcus subsubclade 5.1A-WPC1	747	0.0020784372785799137
SRR9178494	Synechococcus	Synechococcus subsubclade 5.1B-CRD1	2059	0.005728918817397647
SRR9178494	Synechococcus	Synechococcus subsubclade 5.1B-HK1	543	0.0015108319173613028
SRR9178494	Synechococcus	Synechococcus subsubclade 5.1B-I	1489	0.004142962661051528
SRR9178494	Synechococcus	Synechococcus subsubclade 5.1B-IX	253	0.000703941943079944
SRR9178494	Synechococcus	Synechococcus subsubclade 5.1B-V	127	0.0003533621611508019
SRR9178494	Synechococcus	Synechococcus subsubclade 5.1B-VI	124	0.00034501502348582234
SRR9178494	Synechococcus	Synechococcus subsubclade 5.1B-VII	720	0.0020033130395950977
SRR9178494	Synechococcus	Synechococcus subsubclade 5.1B-VIII	415	0.001154687376988841
SRR9178494	Synechococcus	Synechococcus subsubclade 5.1B-XVI	926	0.002576483159257028
SRR9178494	Synechococcus	Synechococcus subsubclade 5.2A	1105	0.0030745290399341427
SRR9178494	Synechococcus	Synechococcus subsubclade 5.2B	1153	0.003208083242573816
SRR9178494	Synechococcus	Synechococcus subsubclade 5.2C	1990	0.005536934651103117
SRR9178494	Synechococcus	Synechococcus subsubclade 5.3	8863	0.02466022704157132
SRR9178494	Synechococcus	Synechococcus subsubclade RSCCF101	1118	0.003110699969815721
SRR9178494	Synechococcus	unclassified	28231	0.07854934780667945
SRR9178438	Prochlorococcus	Prochlorococcus subclade AMZ-I	1040	0.002893674390526252
SRR9178438	Prochlorococcus	Prochlorococcus subclade AMZ-II	431	0.0011992054445353988
SRR9178438	Prochlorococcus	Prochlorococcus subclade AMZ-III	270	0.0007512423898481616
SRR9178438	Prochlorococcus	Prochlorococcus subclade HLI	633900	1.7637501886101838
SRR9178438	Prochlorococcus	Prochlorococcus subclade HLII-HLVI	17155666	47.73356861213649
SRR9178438	Prochlorococcus	Prochlorococcus subclade HLIII-HLIV	41529	0.11554942669631223
SRR9178438	Prochlorococcus	Prochlorococcus subclade LLI	198343	0.5518654419616812
SRR9178438	Prochlorococcus	Prochlorococcus subclade LLII-LLIII	16053	0.0446655336453057
SRR9178438	Prochlorococcus	Prochlorococcus subclade LLIV	2130	0.005926467742135497
SRR9178438	Prochlorococcus	Prochlorococcus subclade LLVII	15715	0.043725089468384666
SRR9178438	Prochlorococcus	Prochlorococcus subclade LLVIII	3332	0.009270887566570647
SRR9178438	Prochlorococcus	unclassified	2242979	6.240818164219406
SRR9178438	Synechococcus	Synechococcus subsubclade 5.1A-AG676E04	100	0.0002782379221659858
SRR9178438	Synechococcus	Synechococcus subsubclade 5.1A-CRD2	863	0.002401193268292457
SRR9178438	Synechococcus	Synechococcus subsubclade 5.1A-EnvC-UC-A	7419	0.020642471445494484
SRR9178438	Synechococcus	Synechococcus subsubclade 5.1A-II	39438	0.10973147174382147
SRR9178438	Synechococcus	Synechococcus subsubclade 5.1A-III	7265	0.020213985045358866
SRR9178438	Synechococcus	Synechococcus subsubclade 5.1A-IV	1028	0.0028602858398663338
SRR9178438	Synechococcus	Synechococcus subsubclade 5.1A-WPC1	561	0.0015609147433511801
SRR9178438	Synechococcus	Synechococcus subsubclade 5.1B-CRD1	1276	0.0035503158868379786
SRR9178438	Synechococcus	Synechococcus subsubclade 5.1B-HK1	89	0.0002476317507277273
SRR9178438	Synechococcus	Synechococcus subsubclade 5.1B-I	616	0.0017139456005424724
SRR9178438	Synechococcus	Synechococcus subsubclade 5.1B-IX	138	0.00038396833258906034
SRR9178438	Synechococcus	Synechococcus subsubclade 5.1B-V	97	0.0002698907845010062
SRR9178438	Synechococcus	Synechococcus subsubclade 5.1B-VI	100	0.0002782379221659858
SRR9178438	Synechococcus	Synechococcus subsubclade 5.1B-VII	150	0.00041735688324897864
SRR9178438	Synechococcus	Synechococcus subsubclade 5.1B-VIII	284	0.0007901956989513996
SRR9178438	Synechococcus	Synechococcus subsubclade 5.1B-XVI	370	0.0010294803120141473
SRR9178438	Synechococcus	Synechococcus subsubclade 5.2A	646	0.001797416977192268
SRR9178438	Synechococcus	Synechococcus subsubclade 5.2B	732	0.002036701590255016
SRR9178438	Synechococcus	Synechococcus subsubclade 5.2C	622	0.0017306398758724316
SRR9178438	Synechococcus	Synechococcus subsubclade 5.3	9729	0.027069767447528755
SRR9178438	Synechococcus	Synechococcus subsubclade RSCCF101	233	0.0006482943586467468
SRR9178438	Synechococcus	unclassified	14844	0.041301637166318926
SRR23969139	Prochlorococcus	Prochlorococcus subclade AMZ-I	1639	0.004560319544300507
SRR23969139	Prochlorococcus	Prochlorococcus subclade AMZ-II	343	0.0009543560730293312
SRR23969139	Prochlorococcus	Prochlorococcus subclade AMZ-III	718	0.001997748281151778
SRR23969139	Prochlorococcus	Prochlorococcus subclade HLI	1016441	2.8281243184431677
SRR23969139	Prochlorococcus	Prochlorococcus subclade HLII-HLVI	33264432	92.55426441711727
SRR23969139	Prochlorococcus	Prochlorococcus subclade HLIII-HLIV	69884	0.1944437895264775
SRR23969139	Prochlorococcus	Prochlorococcus subclade LLI	211390	0.5881671436666773
SRR23969139	Prochlorococcus	Prochlorococcus subclade LLII-LLIII	24371	0.06780936401107239
SRR23969139	Prochlorococcus	Prochlorococcus subclade LLIV	4448	0.012376022777943047
SRR23969139	Prochlorococcus	Prochlorococcus subclade LLVII	20399	0.05675775374263944
SRR23969139	Prochlorococcus	Prochlorococcus subclade LLVIII	3168	0.00881457737421843
SRR23969139	Prochlorococcus	unclassified	4315024	12.006033118563606
SRR23969139	Synechococcus	Synechococcus subsubclade 5.1A-AG676E04	147	0.0004090097455839991
SRR23969139	Synechococcus	Synechococcus subsubclade 5.1A-CRD2	1235	0.0034362383387499243
SRR23969139	Synechococcus	Synechococcus subsubclade 5.1A-EnvC-UC-A	17508	0.04871389541282079
SRR23969139	Synechococcus	Synechococcus subsubclade 5.1A-II	77875	0.21667778188676143
SRR23969139	Synechococcus	Synechococcus subsubclade 5.1A-III	15901	0.044242612003613395
SRR23969139	Synechococcus	Synechococcus subsubclade 5.1A-IV	1221	0.0033972850296466865
SRR23969139	Synechococcus	Synechococcus subsubclade 5.1A-WPC1	1316	0.003661611055704373
SRR23969139	Synechococcus	Synechococcus subsubclade 5.1B-CRD1	1941	0.005400598069241784
SRR23969139	Synechococcus	Synechococcus subsubclade 5.1B-HK1	259	0.0007206362184099032
SRR23969139	Synechococcus	Synechococcus subsubclade 5.1B-I	1088	0.003027228593165925
SRR23969139	Synechococcus	Synechococcus subsubclade 5.1B-IX	197	0.000548128706666992
SRR23969139	Synechococcus	Synechococcus subsubclade 5.1B-V	25	6.955948054149645e-05
SRR23969139	Synechococcus	Synechococcus subsubclade 5.1B-VI	223	0.0006204705664301483
SRR23969139	Synechococcus	Synechococcus subsubclade 5.1B-VII	296	0.0008235842496113179
SRR23969139	Synechococcus	Synechococcus subsubclade 5.1B-VIII	916	0.0025486593670404297
SRR23969139	Synechococcus	Synechococcus subsubclade 5.1B-XVI	459	0.0012771120627418748
SRR23969139	Synechococcus	Synechococcus subsubclade 5.2A	1139	0.003169129933470578
SRR23969139	Synechococcus	Synechococcus subsubclade 5.2B	489	0.0013605834393916705
SRR23969139	Synechococcus	Synechococcus subsubclade 5.2C	947	0.002634913122911885
SRR23969139	Synechococcus	Synechococcus subsubclade 5.3	18370	0.051112306301891584
SRR23969139	Synechococcus	Synechococcus subsubclade RSCCF101	338	0.0009404441769210319
SRR23969139	Synechococcus	unclassified	34246	0.09528535882496349
ERR598979	Prochlorococcus	Prochlorococcus subclade AMZ-I	4260	0.011852935484270993
ERR598979	Prochlorococcus	Prochlorococcus subclade AMZ-II	1495	0.004159656936381487
ERR598979	Prochlorococcus	Prochlorococcus subclade AMZ-III	1985	0.005523022754994817
ERR598979	Prochlorococcus	Prochlorococcus subclade HLI	113903	0.31692134048472276
ERR598979	Prochlorococcus	Prochlorococcus subclade HLII-HLVI	4332118	12.05359510897866
ERR598979	Prochlorococcus	Prochlorococcus subclade HLIII-HLIV	12779	0.03555602407359132
ERR598979	Prochlorococcus	Prochlorococcus subclade LLI	131301	0.36532917418316097
ERR598979	Prochlorococcus	Prochlorococcus subclade LLII-LLIII	13386	0.03724492826113886
ERR598979	Prochlorococcus	Prochlorococcus subclade LLIV	5858	0.016299177480483446
ERR598979	Prochlorococcus	Prochlorococcus subclade LLVII	28204	0.07847422356769462
ERR598979	Prochlorococcus	Prochlorococcus subclade LLVIII	2542	0.007072807981459359
ERR598979	Prochlorococcus	unclassified	1002660	2.789780350389473
ERR598979	Synechococcus	Synechococcus subsubclade 5.1A-AG676E04	739	0.0020561782448066347
ERR598979	Synechococcus	Synechococcus subsubclade 5.1A-CRD2	9318	0.025926209587426554
ERR598979	Synechococcus	Synechococcus subsubclade 5.1A-EnvC-UC-A	18424	0.05126255477986122
ERR598979	Synechococcus	Synechococcus subsubclade 5.1A-II	2213425	6.158587728702471
ERR598979	Synechococcus	Synechococcus subsubclade 5.1A-III	24633	0.06853834736714727
ERR598979	Synechococcus	Synechococcus subsubclade 5.1A-IV	9381	0.026101499478391126
ERR598979	Synechococcus	Synechococcus subsubclade 5.1A-WPC1	15881	0.0441869644191802
ERR598979	Synechococcus	Synechococcus subsubclade 5.1B-CRD1	8723	0.02427069395053894
ERR598979	Synechococcus	Synechococcus subsubclade 5.1B-HK1	1460	0.004062273663623392
ERR598979	Synechococcus	Synechococcus subsubclade 5.1B-I	8238	0.022921240028033908
ERR598979	Synechococcus	Synechococcus subsubclade 5.1B-IX	6195	0.017236839278182817
ERR598979	Synechococcus	Synechococcus subsubclade 5.1B-V	651	0.0018113288733005673
ERR598979	Synechococcus	Synechococcus subsubclade 5.1B-VI	1011	0.002812985393098116
ERR598979	Synechococcus	Synechococcus subsubclade 5.1B-VII	14887	0.041421279472850306
ERR598979	Synechococcus	Synechococcus subsubclade 5.1B-VIII	1464	0.004073403180510032
ERR598979	Synechococcus	Synechococcus subsubclade 5.1B-XVI	2449	0.006814046713844992
ERR598979	Synechococcus	Synechococcus subsubclade 5.2A	2951	0.00821080108311824
ERR598979	Synechococcus	Synechococcus subsubclade 5.2B	1970	0.00548128706666992
ERR598979	Synechococcus	Synechococcus subsubclade 5.2C	2417	0.006725010578751876
ERR598979	Synechococcus	Synechococcus subsubclade 5.3	52052	0.14482840324583893
ERR598979	Synechococcus	Synechococcus subsubclade RSCCF101	933	0.0025959598138086473
ERR598979	Synechococcus	unclassified	633724	1.7632604898671718
ERR599126	Prochlorococcus	Prochlorococcus subclade AMZ-I	15725	0.04375291326060126
ERR599126	Prochlorococcus	Prochlorococcus subclade AMZ-II	6947	0.019329188452871033
ERR599126	Prochlorococcus	Prochlorococcus subclade AMZ-III	14135	0.03932893029816209
ERR599126	Prochlorococcus	Prochlorococcus subclade HLI	3906555	10.869517460271426
ERR599126	Prochlorococcus	Prochlorococcus subclade HLII-HLVI	81313624	226.24533785546234
ERR599126	Prochlorococcus	Prochlorococcus subclade HLIII-HLIV	240465	0.6690648195364377
ERR599126	Prochlorococcus	Prochlorococcus subclade LLI	101411	0.28216385924774784
ERR599126	Prochlorococcus	Prochlorococcus subclade LLII-LLIII	85528	0.2379713300701243
ERR599126	Prochlorococcus	Prochlorococcus subclade LLIV	28078	0.07812364378576549
ERR599126	Prochlorococcus	Prochlorococcus subclade LLVII	126540	0.3520822667088384
ERR599126	Prochlorococcus	Prochlorococcus subclade LLVIII	15475	0.043057318455186296
ERR599126	Prochlorococcus	unclassified	17899904	49.804320959306175
ERR599126	Synechococcus	Synechococcus subsubclade 5.1A-AG676E04	2888	0.008035511192153668
ERR599126	Synechococcus	Synechococcus subsubclade 5.1A-CRD2	27624	0.07686044361913191
ERR599126	Synechococcus	Synechococcus subsubclade 5.1A-EnvC-UC-A	104711	0.2913457106792254
ERR599126	Synechococcus	Synechococcus subsubclade 5.1A-II	1950654	5.4274591582476885
ERR599126	Synechococcus	Synechococcus subsubclade 5.1A-III	168614	0.46914809008095526
ERR599126	Synechococcus	Synechococcus subsubclade 5.1A-IV	32822	0.09132325081331985
ERR599126	Synechococcus	Synechococcus subsubclade 5.1A-WPC1	23269	0.06474318210880323
ERR599126	Synechococcus	Synechococcus subsubclade 5.1B-CRD1	19552	0.054401078541893536
ERR599126	Synechococcus	Synechococcus subsubclade 5.1B-HK1	4673	0.013002058102816516
ERR599126	Synechococcus	Synechococcus subsubclade 5.1B-I	16518	0.04595933998337753
ERR599126	Synechococcus	Synechococcus subsubclade 5.1B-IX	4253	0.011833458829719375
ERR599126	Synechococcus	Synechococcus subsubclade 5.1B-V	1432	0.003984367045416917
ERR599126	Synechococcus	Synechococcus subsubclade 5.1B-VI	2479	0.006897518090494787
ERR599126	Synechococcus	Synechococcus subsubclade 5.1B-VII	6612	0.01839709141361498
ERR599126	Synechococcus	Synechococcus subsubclade 5.1B-VIII	5612	0.015614712191955121
ERR599126	Synechococcus	Synechococcus subsubclade 5.1B-XVI	6332	0.01761802523155022
ERR599126	Synechococcus	Synechococcus subsubclade 5.2A	10149	0.028238366720625897
ERR599126	Synechococcus	Synechococcus subsubclade 5.2B	7809	0.02172759934194183
ERR599126	Synechococcus	Synechococcus subsubclade 5.2C	9720	0.02704472603453382
ERR599126	Synechococcus	Synechococcus subsubclade 5.3	13395	0.0372699696741338
ERR599126	Synechococcus	Synechococcus subsubclade RSCCF101	6114	0.01701146656122837
ERR599126	Synechococcus	unclassified	632677	1.7603473388220938
ERR598976	Prochlorococcus	Prochlorococcus subclade AMZ-I	9007	0.02506088964949034
ERR598976	Prochlorococcus	Prochlorococcus subclade AMZ-II	3902	0.010856843722916764
